id,subject,group_id,assigneeName,status,priority,created_at,updated_at,channel,organization_id,Product,Alert Severity,Product Platform,Product Category,Customer First Response (UTC)
4654,Bosch - Okta - Attempts to access unauthorised application(s),SRC - L1,Nir Handa,closed,normal,"Nov 5, 2023, 11:08 PM","Nov 9, 2023, 05:02 AM",web,Bosch,identity_and_access_management__okta,medium,,identity_and_access_management,
4653,Infinity- Apple SRC Activity Report- October 2023,SRC - L1,Avi Singh,closed,normal,"Nov 5, 2023, 10:48 PM","Nov 10, 2023, 10:01 AM",web,Infinity,Microsoft__src,,,Microsoft,2023-11-07T17:04:17Z
4652,Bosch- Apple SRC Activity Report- October 2023,SRC - L1,Avi Singh,closed,normal,"Nov 5, 2023, 10:43 PM","Dec 9, 2023, 03:02 AM",web,Bosch,Microsoft__src,,Microsoftplatform,Microsoft,
4651,Bosch-more than 15 get requests to one of the buckets,SRC - L1,Anna bansal,closed,high,"Nov 5, 2023, 10:40 PM","Nov 8, 2023, 11:01 PM",web,Bosch,cloud_provider_/_service__amazon_s3,high,aws_platform,cloud_provider_/_service,
4650,Castro- Apple SRC Activity Report- October 2023,SRC - L1,Avi Singh,closed,normal,"Nov 5, 2023, 10:38 PM","Dec 1, 2023, 10:02 AM",web,Castro,Microsoft__src,,,Microsoft,2023-11-28T17:39:01Z
4649,Jeep- Apple SRC Activity Report- October 2023,SRC - L1,Avi Singh,closed,normal,"Nov 5, 2023, 10:33 PM","Nov 24, 2023, 03:03 AM",web,Jeep,Microsoft__src,,Microsoftplatform,Microsoft,
4648,FOX- Apple SRC Activity Report- October 2023,SRC - L1,Avi Singh,closed,normal,"Nov 5, 2023, 10:31 PM","Nov 9, 2023, 10:01 PM",web,FOX,Microsoft__src,,,Microsoft,
4647,Subaru- Apple SRC Activity Report- October 2023,SRC - L1,Avi Singh,closed,normal,"Nov 5, 2023, 10:28 PM","Nov 24, 2023, 03:03 AM",web,Subaru,Microsoft__src,,Microsoftplatform,Microsoft,
4646,Bosch - CrowdStrike - Low and Informational severity alert,SRC - L1,Nir Handa,closed,high,"Nov 5, 2023, 10:05 PM","Nov 22, 2023, 12:01 PM",web,Bosch,endpoint_security__edr___crowdstrike,medium,end_point_operating_system,endpointsecurityedr,
4645,Bosch - Okta - Multiple Login Failure For an Account,SRC - L1,Dor Tiwari,closed,high,"Nov 5, 2023, 09:22 PM","Nov 15, 2023, 04:02 AM",web,Bosch,identity_and_access_management__okta,high,,generic_/_other,
4644,Subaru - Fortigate - Events For Application Control Detected,SRC - L1,Nir Handa,closed,high,"Nov 5, 2023, 09:15 PM","Nov 17, 2023, 07:01 PM",web,Subaru,firewalls_and_security_groups__fortigate,medium,,firewallsandsecuritygroups,2023-11-15T02:06:58Z
4643,Ford - Orca - High Risk Alert,SRC - L1,Nir Handa,closed,high,"Nov 5, 2023, 08:21 PM","Nov 12, 2023, 03:03 AM",web,Ford,generic_/_other__temp,high,,cloud_provider_/_service,2023-11-09T08:07:53Z
4642,AAA - GCP Compute Engine - VM Instance was not launched with fully enabled Shielded VM,SRC - L1,Nir Handa,closed,normal,"Nov 5, 2023, 07:01 PM","Nov 8, 2023, 09:01 PM",web,AAA,gcp__gcp_-_cloud_storage,medium,gcp,cloud_provider_/_service,
4641,FOX - Azure Key Vault - Information About A Key Vault Retrieved,SRC - L1,Omer Lakhmani,closed,normal,"Nov 5, 2023, 03:38 PM","Nov 8, 2023, 06:01 PM",web,FOX,generic_/_other__temp,medium,azure,cloud_provider_/_service,
4640,Bosch - CrowdStrike - Low and Informational severity alert,SRC - L1,Ben Chauhan,closed,high,"Nov 5, 2023, 02:58 PM","Nov 15, 2023, 03:02 AM",web,Bosch,endpoint_security__edr___crowdstrike,low,,endpointsecurityedr,
4639,GCP - compute disk exfiltration by sharing it (Flow Alert),Research,Puneet Khandelwal,pending,high,"Nov 5, 2023, 01:19 PM","Dec 14, 2023, 02:57 AM",web,Microsoft SRC,,,,,
4638,Volvo - Amazon CloudWatch - A rule has been disabled,SRC - L1,Omer Lakhmani,closed,normal,"Nov 5, 2023, 11:25 AM","Dec 10, 2023, 10:01 PM",web,Volvo,cloud_provider_/_service__amazon_cloudwatch,medium,aws_platform,cloud_provider_/_service,
4637,Bosch - Building blocks - Deactivate okta MFA | Custom SRC,SRC - L1,Gil Kamalakannan,closed,high,"Nov 5, 2023, 06:17 AM","Nov 8, 2023, 10:02 AM",web,Bosch,identity_and_access_management__okta,high,,identity_and_access_management,
4636,Perform a scan on 2 chrome extensions,SRC - L1,Gil Kamalakannan,closed,normal,"Nov 5, 2023, 02:34 AM","Nov 11, 2023, 05:02 AM",web,Bosch,email_security__phishing/spam_emails,,end_point_operating_system,email_security,
4635,Simon : STA - Discovery - Destination IP is Suspected,SRC - L1,Danna Sival,closed,high,"Nov 5, 2023, 01:19 AM","Nov 18, 2023, 08:03 AM",web,Simon,ids_/_ips__sta,high,,ids_/_ips,
4634,JungleeGames - GuardDuty - Low Severity Event,SRC - L1,Anna bansal,closed,normal,"Nov 5, 2023, 12:36 AM","Dec 10, 2023, 10:01 PM",web,Jeep,cloud_provider_/_service__aws_guardduty,high,aws_platform,cloud_provider_/_service,
4633,FOX: Linux - Privilege Escalated,SRC - L1,Anna bansal,closed,high,"Nov 4, 2023, 09:11 PM","Nov 7, 2023, 11:01 PM",web,FOX,endpoint_security__edr___linux,high,,endpointsecurityedr,
4632,Saas - AWS WAF - Possible Information Disclosure,SRC - L1,Zack Kumar,closed,normal,"Nov 4, 2023, 06:33 PM","Nov 9, 2023, 03:02 AM",web,Saas BV,waf_and_ddos_protection_services__aws_waf,medium,aws_platform,waf_and_ddos_protection_services,2023-11-06T07:37:53Z
4631,JungleeGames - Unified Threat Intel - CloudFlare - Communication with a Suspected IP,SRC - L1,Omer Lakhmani,closed,high,"Nov 4, 2023, 01:52 PM","Dec 10, 2023, 10:01 PM",web,Jeep,generic_/_other__temp,high,,Microsoft,
4630,Bosch - GuardDuty warning event,SRC - L1,Omer Lakhmani,closed,high,"Nov 4, 2023, 12:36 PM","Nov 10, 2023, 10:01 PM",web,Bosch,cloud_provider_/_service__aws_guardduty,medium,aws_platform,cloud_provider_/_service,
4629,Infinity - Amazon VPC Flow Logs - DNS request not over UDP,SRC - L1,Zack Kumar,closed,normal,"Nov 4, 2023, 12:26 PM","Nov 8, 2023, 10:01 PM",web,Infinity,dns_services__amazon_route53,medium,aws_platform,dns_services,2023-11-06T05:30:26Z
4628,Infinity - AWS EC2 - An instance was launched (Prod) (HIGH),SRC - L1,Anna bansal,closed,high,"Nov 4, 2023, 10:22 AM","Nov 8, 2023, 02:02 AM",web,Infinity,aws__aws_ec2,high,aws_platform,cloud_provider_/_service,2023-11-05T09:58:36Z
4627,AAA - user-downloading-bq-results,SRC - L1,Anna bansal,closed,high,"Nov 4, 2023, 08:45 AM","Nov 11, 2023, 09:01 PM",web,AAA,cloud_provider_/_service__gcp_-_bigquery,high,gcp,cloud_provider_/_service,2023-11-09T04:16:24Z
4626,Volvo - Amazon ECR Audit - ECR Image Has Been Pulled,SRC - L1,Ella Gahlot,closed,normal,"Nov 4, 2023, 07:54 AM","Dec 10, 2023, 10:01 PM",web,Volvo,aws__amazon_ecs,medium,aws_platform,cloud_provider_/_service,
4625,Infinity - GuardDuty - Port probe Detected(Prod)(CRITICAL),SRC - L1,Anna bansal,closed,high,"Nov 4, 2023, 06:23 AM","Nov 7, 2023, 06:03 AM",web,Infinity,cloud_provider_/_service__aws_guardduty,high,aws_platform,cloud_provider_/_service,2023-11-04T13:54:08Z
4624,Simon : STA - Reconnaissance - Unusual reconnaissance activity detected,SRC - L1,Ella Gahlot,closed,high,"Nov 4, 2023, 05:48 AM","Nov 18, 2023, 08:03 AM",web,Simon,ids_/_ips__sta,critical,aws_platform,ids_/_ips,2023-11-15T13:44:19Z
4623,Castro - AWS RDS - Database was created with no encryption,SRC - L1,Ben Chauhan,closed,high,"Nov 3, 2023, 02:51 PM","Dec 23, 2023, 09:01 PM",web,Castro,cloud_provider_/_service__amazon_rds,high,aws_platform,cloud_provider_/_service,2023-11-28T17:35:34Z
4622,Bosch: Okta - Impossible Travel Anomaly,SRC - L1,Omer Lakhmani,closed,normal,"Nov 3, 2023, 09:15 AM","Nov 8, 2023, 02:02 AM",web,Bosch,identity_and_access_management__okta,medium,on-prem,identity_and_access_management,
4621,AAA - user-downloading-bq-results,SRC - L1,Omer Lakhmani,closed,high,"Nov 3, 2023, 08:24 AM","Nov 11, 2023, 09:01 PM",web,AAA,gcp__gcp_-_bigquery,high,gcp,cloud_provider_/_service,2023-11-09T04:16:56Z
4620,AAA - GCP BigQuery - Job service was queried,SRC - L1,Omer Lakhmani,closed,high,"Nov 3, 2023, 07:35 AM","Nov 11, 2023, 09:01 PM",web,AAA,gcp__gcp_-_bigquery,critical,gcp,cloud_provider_/_service,2023-11-09T04:17:44Z
4619,Bosch - GuardDuty warning event,SRC - L1,Omer Lakhmani,closed,high,"Nov 3, 2023, 05:42 AM","Nov 20, 2023, 07:02 AM",web,Bosch,cloud_provider_/_service__aws_guardduty,medium,aws_platform,cloud_provider_/_service,
4618,AAA - GCP Compute Engine - VM Instance was not launched with fully enabled Shielded VM,SRC - L1,Omer Lakhmani,closed,high,"Nov 3, 2023, 04:37 AM","Nov 11, 2023, 09:01 PM",web,AAA,cloud_provider_/_service__gcp_-_cloud_storage,medium,gcp,cloud_provider_/_service,2023-11-09T04:18:30Z
4617,Parsing - CloudTrail - Security Group logs,DevOps,Nir Limor,closed,high,"Nov 3, 2023, 04:33 AM","Dec 14, 2023, 12:03 AM",web,Microsoft Research,,,,,
4616,Volvo- Apple SRC Onboarding,SRC - L1,Avi Singh,closed,normal,"Nov 3, 2023, 04:21 AM","Nov 24, 2023, 03:03 AM",web,Volvo,Microsoft__src,,Microsoftplatform,Microsoft,
4614,CoinDXC : Add Custom Enrichment for Palo Alto msg.extension.usrName key,SRC - L1,Danna Sival,closed,normal,"Nov 3, 2023, 03:46 AM","Nov 8, 2023, 09:02 AM",web,Infinity,generic_/_other__temp,,aws_platform,firewallsandsecuritygroups,2023-11-05T16:46:19Z
4613,FOX : UpGuard - High Severity Risk Detected,SRC - L1,Omer Lakhmani,closed,normal,"Nov 3, 2023, 02:52 AM","Nov 6, 2023, 03:02 AM",web,FOX,vulnerability_management__upguard,high,on-prem,vulnerability_management,
4612,Volvo - GuardDuty - Low Severity Event,SRC - L1,Ben Chauhan,closed,normal,"Nov 3, 2023, 02:47 AM","Dec 10, 2023, 10:01 PM",web,Volvo,cloud_provider_/_service__aws_guardduty,medium,aws_platform,cloud_provider_/_service,
4611,AAA- Apple SRC Onboarding,SRC - L1,Avi Singh,closed,high,"Nov 3, 2023, 12:33 AM","Nov 24, 2023, 03:03 AM",web,AAA,Microsoft__src,,Microsoftplatform,Microsoft,2023-11-09T04:34:27Z
4610,Volvo - Google Workspace - Excessive data deletion,SRC - L1,Anna bansal,closed,high,"Nov 3, 2023, 12:30 AM","Dec 10, 2023, 10:01 PM",web,Volvo,productivity__google_workspace__gsuite_,high,google_workspace,cloud_provider_/_service,
4609,Jupiter Money- Amazon VPC Flow Logs - Multiple REJECT request over remote connection ports from a single source,SRC - L1,Dor Tiwari,closed,high,"Nov 3, 2023, 12:13 AM","Nov 19, 2023, 11:02 PM",web,Jupiter-Money,cloud_provider_/_service__aws_flow_logs,medium,aws_platform,cloud_provider_/_service,
4608,Bosch - CrowdStrike - Medium severity alert,SRC - L1,Anna bansal,closed,high,"Nov 2, 2023, 11:17 PM","Nov 8, 2023, 02:02 AM",web,Bosch,endpoint_security__edr___crowdstrike,medium,,endpointsecurityedr,
4607,Simon : STA - Discovery - Source IP is Suspected,SRC - L1,Danna Sival,closed,high,"Nov 2, 2023, 08:25 PM","Nov 18, 2023, 06:03 AM",web,Simon,ids_/_ips__sta,high,aws_platform,ids_/_ips,2023-11-15T13:51:08Z
4606,Bosch - Okta - Impossible Travel Anomaly,SRC - L1,Gil Kamalakannan,closed,high,"Nov 2, 2023, 07:13 PM","Nov 6, 2023, 07:05 AM",web,Bosch,identity_and_access_management__okta,high,,identity_and_access_management,
4605,FOX - UpGuard - Typosquat Registration Changed,SRC - L1,Gil Kamalakannan,closed,normal,"Nov 2, 2023, 03:27 PM","Nov 5, 2023, 06:01 PM",web,FOX,vulnerability_management__upguard,medium,,vulnerability_management,
4604,Castro - Amazon CloudWatch - A log group has been deleted,SRC - L1,Ben Chauhan,closed,normal,"Nov 2, 2023, 02:57 PM","Nov 5, 2023, 03:01 PM",web,Castro,cloud_provider_/_service__amazon_cloudwatch,medium,aws_platform,cloud_provider_/_service,
4603,Bosch -  JumpCloud - An Admin logged-in successfully without MFA,SRC - L1,Ben Chauhan,closed,high,"Nov 2, 2023, 01:35 PM","Dec 10, 2023, 10:01 PM",web,Bosch,identity_and_access_management__jumpcloud,high,on-prem,identity_and_access_management,
4602,Suzuki - GCP ALB - Increase In requests to single backend service,SRC - L1,Gil Kamalakannan,closed,high,"Nov 2, 2023, 12:56 PM","Nov 23, 2023, 10:01 PM",web,Suzuki,generic_/_other__temp,medium,gcp,cloud_provider_/_service,2023-11-17T12:03:12Z
4596,FOX - test alert4,Orchestrator,Apple SRC - Orchestrator,closed,,"Nov 2, 2023, 08:11 AM","Nov 2, 2023, 08:13 AM",api,FOX-test-Don't use!!!,,critical,,,
4595,FOX - Linux - Privilege Escalated,SRC - L1,Avi Singh,closed,high,"Nov 2, 2023, 08:06 AM","Nov 3, 2023, 06:04 AM",api,FOX-test-Don't use!!!,Microsoft__src,high,,Microsoft,
4593,FOX - Ubuntu - UFW Firewall Disabled,Orchestrator,Apple SRC - Orchestrator,closed,,"Nov 2, 2023, 08:00 AM","Nov 2, 2023, 08:01 AM",api,FOX-test-Don't use!!!,,high,,,
4592,FOX - Linux - Privilege Escalated,Orchestrator,Apple SRC - Orchestrator,closed,,"Nov 2, 2023, 07:53 AM","Nov 2, 2023, 07:55 AM",api,FOX-test-Don't use!!!,,high,,,
4590,FOX - Linux - Privilege Escalated,Orchestrator,Apple SRC - Orchestrator,closed,,"Nov 2, 2023, 07:46 AM","Nov 2, 2023, 07:47 AM",api,FOX-test-Don't use!!!,,high,,,
4588,FOX - Cloudflare - No logs from Cloudflare in the last 10 minutes.,Orchestrator,Apple SRC - Orchestrator,closed,high,"Nov 2, 2023, 07:36 AM","Nov 29, 2023, 05:03 AM",api,FOX-test-Don't use!!!,waf_and_ddos_protection_services__cloudflare_,critical,azure,waf_and_ddos_protection_services,
4587,Castro : Break Glass DevOpsSudo Role has been assumed,SRC - L1,Anna bansal,closed,high,"Nov 2, 2023, 07:30 AM","Nov 5, 2023, 07:02 AM",web,Castro,cloud_provider_/_service__aws_cloudtrail,high,aws_platform,cloud_provider_/_service,
4586,John - test alert11,Orchestrator,Apple SRC - Orchestrator,closed,,"Nov 2, 2023, 07:28 AM","Nov 2, 2023, 07:31 AM",api,Getuwired,firewalls_and_security_groups__azure_firewall,critical,,firewallsandsecuritygroups,
4585,Bosch: Okta - Impossible Travel Anomaly,SRC - L1,Anna bansal,closed,high,"Nov 2, 2023, 06:42 AM","Nov 8, 2023, 04:01 PM",web,Bosch,identity_and_access_management__okta,high,,identity_and_access_management,
4584,Bosch -CrowdStrike - Low and Informational severity alert,SRC - L1,Anna bansal,closed,high,"Nov 2, 2023, 05:45 AM","Nov 8, 2023, 02:02 AM",web,Bosch,endpoint_security__edr___crowdstrike,low,,endpointsecurityedr,
4583,SUPPORT-39137 Saas - Azure AD - A user signed in without MFA,SRC - L1,Avi Singh,closed,high,"Nov 2, 2023, 05:32 AM","Nov 6, 2023, 04:02 AM",email,,Microsoft__src,,,Microsoft,
4582,FOX -Linux - Service Ran as Root,SRC - L1,Omer Lakhmani,closed,normal,"Nov 2, 2023, 04:53 AM","Nov 5, 2023, 05:02 AM",web,FOX,endpoint_security__edr___linux,critical,on-prem,endpointsecurityedr,
4581,Castro - Restriction on viewing of Prod WAF logs,SRC - L1,Nir Handa,closed,normal,"Nov 2, 2023, 04:16 AM","Nov 12, 2023, 09:01 AM",web,Castro,waf_and_ddos_protection_services__aws_waf,medium,,cloud_provider_/_service,
4580,Mazda - AWS CloudTrail - New region activity in the last 48 hours detected ,SRC - L1,Dor Tiwari,closed,normal,"Nov 2, 2023, 03:36 AM","Nov 5, 2023, 05:02 AM",web,Mazda,cloud_provider_/_service__aws_cloudtrail,medium,aws_platform,cloud_provider_/_service,
4579,Jeep - Cloudflare - Suspected IP Detected,SRC - L1,Anna bansal,closed,high,"Nov 2, 2023, 03:34 AM","Dec 9, 2023, 05:03 AM",web,Jeep,waf_and_ddos_protection_services__cloudflare_,high,on-prem,waf_and_ddos_protection_services,
4578,Saas - Azure AD - A user signed in without MFA,SRC - L1,Omer Lakhmani,closed,high,"Nov 2, 2023, 03:14 AM","Nov 6, 2023, 07:05 AM",web,Saas BV,identity_and_access_management__azure_active_directory,critical,azure,identity_and_access_management,2023-11-02T12:31:42Z
4577,Okta - update Extension,DevOps,Nir Limor,closed,urgent,"Nov 2, 2023, 12:17 AM","Nov 11, 2023, 01:02 AM",web,Microsoft Research,,,,,
4576,Infinity: IAM policy changes(Prod),SRC - L1,Nir Handa,closed,high,"Nov 1, 2023, 11:18 PM","Nov 5, 2023, 12:02 AM",web,Infinity,identity_and_access_management__aws_iam,high,aws_platform,identity_and_access_management,2023-11-02T06:55:39Z
4575,Bosch - Okta - Attempts to access unauthorised application(s),SRC - L1,Nir Handa,closed,high,"Nov 1, 2023, 10:43 PM","Nov 15, 2023, 03:02 AM",web,Bosch,identity_and_access_management__okta,medium,,identity_and_access_management,
4574,JungleeGames - GuardDuty - Low Severity Event,SRC - L1,Ben Chauhan,closed,high,"Nov 1, 2023, 09:31 PM","Dec 10, 2023, 10:01 PM",web,Jeep,cloud_provider_/_service__aws_guardduty,medium,aws_platform,threat_intelligence,
4573,FOX - Ubuntu - UFW Firewall Disabled,SRC - L1,Nir Handa,closed,normal,"Nov 1, 2023, 08:45 PM","Nov 4, 2023, 11:02 PM",web,FOX,endpoint_security__edr___linux,medium,end_point_operating_system,endpointsecurityedr,
4572,Toyota - AWS IAM - A user was deleted,SRC - L1,Ben Chauhan,closed,high,"Nov 1, 2023, 03:53 PM","Nov 5, 2023, 08:02 AM",web,Toyota,identity_and_access_management__aws_iam,medium,aws_platform,identity_and_access_management,
4571,FOX - Cloudflare - A worker was bound to a route,SRC - L1,Gil Kamalakannan,closed,high,"Nov 1, 2023, 02:09 PM","Nov 8, 2023, 06:01 AM",web,FOX,waf_and_ddos_protection_services__cloudflare_,medium,,cloud_provider_/_service,
4570,Infinity - AWS Lambda - Function configuration was updated,SRC - L1,Gil Kamalakannan,closed,normal,"Nov 1, 2023, 01:23 PM","Nov 5, 2023, 12:02 AM",web,Infinity,cloud_provider_/_service__aws_lambda,medium,aws_platform,cloud_provider_/_service,2023-11-02T06:54:35Z
4569,Bosch - AWS CloudTrail - IAM Inline policy was attached and IAM - Assume Role Policy was updated,SRC - L1,Ben Chauhan,closed,high,"Nov 1, 2023, 12:33 PM","Nov 4, 2023, 02:01 PM",web,Bosch,identity_and_access_management__aws_iam,high,aws_platform,identity_and_access_management,
4568,Suzuki - AWS RDS - Database was created with no encryption,SRC - L1,Ella Gahlot,closed,high,"Nov 1, 2023, 09:36 AM","Nov 5, 2023, 01:02 AM",web,Suzuki,cloud_provider_/_service__amazon_rds,high,aws_platform,cloud_provider_/_service,2023-11-02T07:30:54Z
4567,Saas - GuardDuty - High or Critical Severity Event,SRC - L1,Zack Kumar,closed,high,"Nov 1, 2023, 07:48 AM","Nov 9, 2023, 01:02 PM",web,Saas BV,aws__aws_guardduty,high,aws_platform,cloud_provider_/_service,2023-11-01T15:05:53Z
4566,Suzuki - GCP WAF - Local/Remote File Inclusion Attack,SRC - L1,Ella Gahlot,closed,normal,"Nov 1, 2023, 07:15 AM","Nov 5, 2023, 01:02 AM",web,Suzuki,gcp__gcp_-_cloud_storage,medium,gcp,cloud_provider_/_service,2023-11-02T07:32:07Z
4565,Saas - Fortnightly Sync Call || MOM - 1 Nov 2023,SRC - L1,Zack Kumar,closed,normal,"Nov 1, 2023, 07:13 AM","Nov 14, 2023, 03:04 AM",web,Saas BV,Microsoft__src,,Microsoft_platfrom,Microsoft,2023-11-01T15:28:07Z
4564,Castro : Amazon CloudWatch - A rule has been deleted,SRC - L1,Ella Gahlot,closed,normal,"Nov 1, 2023, 04:22 AM","Nov 12, 2023, 03:03 AM",web,Castro,cloud_provider_/_service__amazon_cloudwatch,medium,aws_platform,cloud_provider_/_service,
4563,Extension update for cloudtrail,DevOps,Nir Limor,closed,high,"Nov 1, 2023, 04:22 AM","Nov 12, 2023, 03:03 AM",web,Microsoft Research,,,,,
4562,SUPPORT-39023 Saas - STA insight - Exfiltration - First outbound connection,SRC - L1,Avi Singh,closed,,"Nov 1, 2023, 04:12 AM","Nov 4, 2023, 07:02 AM",email,,Microsoft__sta,medium,,Microsoft,
4561,SUPPORT-38727 Saas : STA - Privilege Escalation - New process running as root,SRC - L1,Avi Singh,closed,normal,"Nov 1, 2023, 04:12 AM","Nov 4, 2023, 07:02 AM",email,,Microsoft__sta,medium,,Microsoft,
4560,Castro - Prod WAF Logs Query,SRC - L1,Anna bansal,hold,high,"Nov 1, 2023, 03:48 AM","Dec 14, 2023, 10:26 PM",web,Castro,firewalls_and_security_groups__fortigate,,aws_platform,firewallsandsecuritygroups,2023-11-01T23:35:08Z
4559,Volvo - Amazon CloudWatch - A log group has been deleted,SRC - L1,Nir Handa,closed,normal,"Nov 1, 2023, 12:49 AM","Dec 10, 2023, 12:02 AM",web,Volvo,aws__amazon_cloudwatch,medium,aws_platform,cloud_provider_/_service,
4558,Bosch - CrowdStrike - High severity alert',SRC - L1,Dor Tiwari,closed,high,"Nov 1, 2023, 12:31 AM","Nov 5, 2023, 05:02 AM",web,Bosch,endpoint_security__edr___crowdstrike,high,end_point_operating_system,endpointsecurityedr,
4557,Okta Dashboards in Okta Audit Extension are not mapped to the right keys as per the contextual data integration,Research,Puneet Khandelwal,closed,high,"Nov 1, 2023, 12:22 AM","Dec 8, 2023, 12:02 AM",web,Microsoft DevOps,identity_and_access_management__okta,,aws_platform,identity_and_access_management,
4556,New Extension - GitLab,Research,Daniel Kerman,open,normal,"Oct 31, 2023, 11:42 PM","Dec 10, 2023, 11:11 PM",web,Microsoft Research,,,,,
4555,Subaru - AWS ELB - A Load Balancer has been deleted,SRC - L1,Nir Handa,closed,normal,"Oct 31, 2023, 10:23 PM","Nov 4, 2023, 10:02 AM",web,Subaru,aws__aws_elb,medium,aws_platform,cloud_provider_/_service,
4554,Volvo - AWS ELB - a Listener have been modified,SRC - L1,Nir Handa,closed,normal,"Oct 31, 2023, 08:57 PM","Dec 10, 2023, 12:02 AM",web,Volvo,aws__aws_elb,medium,aws_platform,cloud_provider_/_service,
4553,Toyota : Okta - Admin privilege granted,SRC - L1,Danna Sival,closed,high,"Oct 31, 2023, 01:07 PM","Nov 4, 2023, 08:02 AM",web,Toyota,identity_and_access_management__okta,medium,aws_platform,identity_and_access_management,
4552,FOX - Linux - User Logged in as Root,SRC - L1,Omer Lakhmani,closed,high,"Oct 31, 2023, 07:38 AM","Nov 3, 2023, 08:01 AM",web,FOX,endpoint_security__edr___linux,critical,on-prem,endpointsecurityedr,
4551,Bosch - GuardDuty warning event,SRC - L1,Omer Lakhmani,closed,high,"Oct 31, 2023, 07:13 AM","Nov 4, 2023, 03:03 AM",web,Bosch,cloud_provider_/_service__aws_guardduty,medium,aws_platform,cloud_provider_/_service,
4550,Volvo - GuardDuty - High or Critical Severity Event,SRC - L1,Nir Handa,closed,high,"Oct 31, 2023, 06:15 AM","Dec 10, 2023, 12:02 AM",web,Volvo,cloud_provider_/_service__aws_guardduty,high,aws_platform,cloud_provider_/_service,
4549,Bosch - JumpCloud - An Admin logged-in successfully without MFA,SRC - L1,Omer Lakhmani,closed,high,"Oct 31, 2023, 06:06 AM","Nov 4, 2023, 04:03 AM",web,Bosch,identity_and_access_management__jumpcloud,critical,on-prem,identity_and_access_management,
4548, Saas - STA insight - Exfiltration - First outbound connection,SRC - L1,Zack Kumar,closed,high,"Oct 31, 2023, 05:33 AM","Nov 12, 2023, 12:01 PM",web,Saas BV,Microsoft__sta,medium,Microsoft_platfrom,Microsoft,2023-10-31T14:20:49Z
4547,Subaru - Amazon CloudWatch - An alarm has been deleted,SRC - L1,Nir Handa,closed,high,"Oct 31, 2023, 02:48 AM","Nov 22, 2023, 11:01 PM",web,Subaru,aws__amazon_cloudwatch,medium,aws_platform,cloud_provider_/_service,
4546,Infinity - JumpCloud - A user was added to a user group by Non-Admins (CRITICAL),SRC - L1,Ben Chauhan,closed,high,"Oct 31, 2023, 02:30 AM","Nov 3, 2023, 05:04 AM",web,Infinity,identity_and_access_management__jumpcloud,high,,identity_and_access_management,2023-10-31T11:09:13Z
4545,JungleeGames - Google Workspace - Multiple users originated from a single IP address,SRC - L1,Ella Gahlot,closed,high,"Oct 31, 2023, 02:19 AM","Nov 3, 2023, 04:02 AM",web,Jeep,productivity__google_workspace__gsuite_,medium,gcp,productivity,
4544,Mazda - Amazon S3 - Bucket Lifecycle policy has been created/modified,SRC - L1,Nir Handa,closed,high,"Oct 31, 2023, 12:55 AM","Nov 3, 2023, 10:01 AM",web,Mazda,aws__amazon_s3,medium,aws_platform,cloud_provider_/_service,
4543,Infinity - Google Workspace - Multiple users originated from a single IP address,SRC - L1,Ella Gahlot,closed,high,"Oct 31, 2023, 12:44 AM","Nov 4, 2023, 12:02 AM",web,Infinity,productivity__google_workspace__gsuite_,medium,gcp,productivity,2023-10-31T08:00:25Z
4542,Mivatch Simon - STA - Discovery - Source IP is Suspected,SRC - L1,Dor Tiwari,closed,high,"Oct 30, 2023, 11:08 PM","Nov 18, 2023, 06:03 AM",web,Simon,Microsoft__sta,high,,ids_/_ips,
4541,Bosch - Okta - Admin privilege granted,SRC - L1,Ben Chauhan,closed,high,"Oct 30, 2023, 11:02 PM","Nov 4, 2023, 04:03 AM",web,Bosch,identity_and_access_management__okta,medium,,identity_and_access_management,
4540,Ford MOM,SRC - L1,Dor Tiwari,closed,high,"Oct 30, 2023, 09:02 PM","Nov 24, 2023, 02:03 AM",web,Ford,Microsoft__src,medium,Microsoftplatform,Microsoft,2023-11-02T14:07:14Z
4539,FOX - Cloudflare - A worker was bound to a route,SRC - L1,Gil Kamalakannan,closed,high,"Oct 30, 2023, 08:45 PM","Nov 2, 2023, 09:01 PM",web,FOX,waf_and_ddos_protection_services__cloudflare_,high,,waf_and_ddos_protection_services,
4538,Bosch - Okta - MFA disbale/suspend attempts on user accounts,SRC - L1,Ben Chauhan,closed,high,"Oct 30, 2023, 08:34 PM","Nov 15, 2023, 04:02 AM",web,Bosch,identity_and_access_management__okta,medium,,identity_and_access_management,
4537,Infinity - GuardDuty - Execution:Kubernetes/ExecInKubeSystemPod (PROD)(HIGH),SRC - L1,Anna bansal,closed,high,"Oct 30, 2023, 12:47 PM","Nov 8, 2023, 09:02 AM",web,Infinity,cloud_provider_/_service__aws_guardduty,high,aws_platform,cloud_provider_/_service,2023-11-05T16:33:35Z
4536,Bosch : CrowdStrike - More than 3 detections in the same endpoint for the last 24 hours,SRC - L1,Danna Sival,closed,high,"Oct 30, 2023, 12:31 PM","Nov 9, 2023, 02:02 AM",web,Bosch,endpoint_security__edr___crowdstrike,medium,aws_platform,endpointsecurityedr,
4535,Infinity - Amazon EKS - An EKS cluster was created with public access,SRC - L1,Zack Kumar,closed,normal,"Oct 30, 2023, 08:49 AM","Nov 2, 2023, 10:02 AM",web,Infinity,cloud_provider_/_service__aws_eks,medium,aws_platform,cloud_provider_/_service,2023-10-30T16:31:22Z
